Season,Year,EditionCountry,AthleteId,Discipline,DisciplineCode,Event,EventBase,EventTeam,Athlete,Country,Result,Medal,Sex,CountryLatitude,CountryLongitude
Summer,1908,GBR,1238,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,Collier Cudmore,GBR,8:34.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1239,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,Harold Barker,GBR,n/a,SILVER,Man,54.0000,-2.0000
Summer,1908,GBR,1227,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,John Fenning,GBR,n/a,SILVER,Man,54.0000,-2.0000
Summer,1908,GBR,1240,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,Philip Filleul,GBR,n/a,SILVER,Man,54.0000,-2.0000
Summer,1908,GBR,1228,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,Gordon Thomson,GBR,n/a,SILVER,Man,54.0000,-2.0000
Summer,1908,GBR,1241,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,Albertus Wielsma,NED,n/a,BRONZE,Man,0,0
Summer,1908,GBR,1242,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,Geoffrey Taylor,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1243,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,Hermanus Höfte,NED,n/a,BRONZE,Man,0,0
Summer,1908,GBR,1244,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,Charles Riddy,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1245,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,Becher Robert Gale,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1246,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,Bernardus Croon,NED,n/a,BRONZE,Man,0,0
Summer,1908,GBR,1247,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,Gordon Balfour,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1248,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,Johan Burk,NED,n/a,BRONZE,Man,0,0
Summer,1908,GBR,1249,Rowing,ROW,Eights Men,Eights Men,,Charles Burnell,GBR,7:52.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1250,Rowing,ROW,Eights Men,Eights Men,,Raymond Etherington-Smith,GBR,7:52.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1251,Rowing,ROW,Eights Men,Eights Men,,Henry Bucknall,GBR,7:52.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1252,Rowing,ROW,Eights Men,Eights Men,,Albert Gladstone,GBR,7:52.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1253,Rowing,ROW,Eights Men,Eights Men,,Gilchrist Maclagen,GBR,7:52.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1254,Rowing,ROW,Eights Men,Eights Men,,Banner Johnstone,GBR,7:52.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1255,Rowing,ROW,Eights Men,Eights Men,,Frederick Kelly,GBR,7:52.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1256,Rowing,ROW,Eights Men,Eights Men,,Guy Nickalls,GBR,7:52.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1257,Rowing,ROW,Eights Men,Eights Men,,Ronald Sanderson,GBR,7:52.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1258,Rowing,ROW,Eights Men,Eights Men,,Oscar Taelman,BEL,n/a,SILVER,Man,50.8333,4.0000
Summer,1908,GBR,914,Rowing,ROW,Eights Men,Eights Men,,Rémy Orban,BEL,n/a,SILVER,Man,50.8333,4.0000
Summer,1908,GBR,1259,Rowing,ROW,Eights Men,Eights Men,,Rodolphe Poma,BEL,n/a,SILVER,Man,50.8333,4.0000
Summer,1908,GBR,1260,Rowing,ROW,Eights Men,Eights Men,,Georges Mijs,BEL,n/a,SILVER,Man,50.8333,4.0000
Summer,1908,GBR,1261,Rowing,ROW,Eights Men,Eights Men,,Marcel Morimont,BEL,n/a,SILVER,Man,50.8333,4.0000
Summer,1908,GBR,228,Rowing,ROW,Eights Men,Eights Men,,Alfred Vanlandeghem,BEL,n/a,SILVER,Man,50.8333,4.0000
Summer,1908,GBR,1262,Rowing,ROW,Eights Men,Eights Men,,Polydore Veirman,BEL,n/a,SILVER,Man,50.8333,4.0000
Summer,1908,GBR,1263,Rowing,ROW,Eights Men,Eights Men,,François Vergucht,BEL,n/a,SILVER,Man,50.8333,4.0000
Summer,1908,GBR,225,Rowing,ROW,Eights Men,Eights Men,,Oscar Charles de Somville,BEL,n/a,SILVER,Man,50.8333,4.0000
Summer,1908,GBR,1264,Rowing,ROW,Eights Men,Eights Men,,John Burn,GBR,n/a,BRONZE,Man,54.0000,-2.0000
Summer,1908,GBR,1265,Rowing,ROW,Eights Men,Eights Men,,Oswald Carver,GBR,n/a,BRONZE,Man,54.0000,-2.0000
Summer,1908,GBR,1247,Rowing,ROW,Eights Men,Eights Men,,Gordon Balfour,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1266,Rowing,ROW,Eights Men,Eights Men,,Richard Boyle,GBR,n/a,BRONZE,Man,54.0000,-2.0000
Summer,1908,GBR,1267,Rowing,ROW,Eights Men,Eights Men,,Douglas Kertland,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1268,Rowing,ROW,Eights Men,Eights Men,,Harold Kitching,GBR,n/a,BRONZE,Man,54.0000,-2.0000
Summer,1908,GBR,1269,Rowing,ROW,Eights Men,Eights Men,,Walter Lewis,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1270,Rowing,ROW,Eights Men,Eights Men,,Henry Goldsmith,GBR,n/a,BRONZE,Man,54.0000,-2.0000
Summer,1908,GBR,1271,Rowing,ROW,Eights Men,Eights Men,,Frank Jerwood,GBR,n/a,BRONZE,Man,54.0000,-2.0000
Summer,1908,GBR,1245,Rowing,ROW,Eights Men,Eights Men,,Becher Robert Gale,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1272,Rowing,ROW,Eights Men,Eights Men,,Julius Thomson,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1273,Rowing,ROW,Eights Men,Eights Men,,Edward Williams,GBR,n/a,BRONZE,Man,54.0000,-2.0000
Summer,1908,GBR,1274,Rowing,ROW,Eights Men,Eights Men,,George Wright,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1244,Rowing,ROW,Eights Men,Eights Men,,Charles Riddy,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1275,Rowing,ROW,Eights Men,Eights Men,,Irvine Robertson,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1276,Rowing,ROW,Eights Men,Eights Men,,Eric Powell,GBR,n/a,BRONZE,Man,54.0000,-2.0000
Summer,1908,GBR,1242,Rowing,ROW,Eights Men,Eights Men,,Geoffrey Taylor,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1277,Rowing,ROW,Eights Men,Eights Men,,Douglas Stuart,GBR,n/a,BRONZE,Man,54.0000,-2.0000
Summer,1908,GBR,1278,Rugby,RUG,Rugby,Rugby,,Thomas Griffen,ANZ,,GOLD,,0,0
Summer,1908,GBR,1279,Rugby,RUG,Rugby,Rugby,,John Hickey,ANZ,,GOLD,,0,0
Summer,1908,GBR,1280,Rugby,RUG,Rugby,Rugby,,Malcolm McArthur,ANZ,,GOLD,,0,0
Summer,1908,GBR,1281,Rugby,RUG,Rugby,Rugby,,Arthur McCabe,ANZ,,GOLD,,0,0
Summer,1908,GBR,1282,Rugby,RUG,Rugby,Rugby,,Patrick McCue,ANZ,,GOLD,,0,0
Summer,1908,GBR,1283,Rugby,RUG,Rugby,Rugby,,Christopher McKivat,ANZ,,GOLD,,0,0
Summer,1908,GBR,1284,Rugby,RUG,Rugby,Rugby,,Charles McMurtrie,ANZ,,GOLD,,0,0
Summer,1908,GBR,1285,Rugby,RUG,Rugby,Rugby,,Sydney Middleton,ANZ,,GOLD,,0,0
Summer,1908,GBR,1286,Rugby,RUG,Rugby,Rugby,,Thomas Richards,ANZ,,GOLD,,0,0
Summer,1908,GBR,1287,Rugby,RUG,Rugby,Rugby,,Charles Russell,ANZ,,GOLD,,0,0
Summer,1908,GBR,1288,Rugby,RUG,Rugby,Rugby,,John Barnett,ANZ,,GOLD,,0,0
Summer,1908,GBR,1289,Rugby,RUG,Rugby,Rugby,,Frank Bede-Smith,ANZ,,GOLD,,0,0
Summer,1908,GBR,1290,Rugby,RUG,Rugby,Rugby,,Phillip Carmichael,ANZ,,GOLD,,0,0
Summer,1908,GBR,1291,Rugby,RUG,Rugby,Rugby,,Daniel Carroll,ANZ,,GOLD,,0,0
Summer,1908,GBR,1292,Rugby,RUG,Rugby,Rugby,,Robert Craig,ANZ,,GOLD,,0,0
Summer,1908,GBR,1293,Rugby,RUG,Rugby,Rugby,,Maffer Davey,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1294,Rugby,RUG,Rugby,Rugby,,L F Dean,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1295,Rugby,RUG,Rugby,Rugby,,Barney Solomon,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1296,Rugby,RUG,Rugby,Rugby,,Ben Solomon,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1297,Rugby,RUG,Rugby,Rugby,,Nicholas Tregurtha,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1298,Rugby,RUG,Rugby,Rugby,,J Trevaskis,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1299,Rugby,RUG,Rugby,Rugby,,Thomas Wedge,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1300,Rugby,RUG,Rugby,Rugby,,A Wilcocks,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1301,Rugby,RUG,Rugby,Rugby,,Arthur Wilson,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1302,Rugby,RUG,Rugby,Rugby,,Edward Jackett,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1303,Rugby,RUG,Rugby,Rugby,,Richard Jackett,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1304,Rugby,RUG,Rugby,Rugby,,E J Jones,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1305,Rugby,RUG,Rugby,Rugby,,J T Jose,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1306,Rugby,RUG,Rugby,Rugby,,A Lawry,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1307,Rugby,RUG,Rugby,Rugby,,C R Marshall,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,309,Shooting,SHO,Rapid-Fire Pistol,Rapid-Fire Pistol,,Paul van Asbroeck,BEL,490,GOLD,,50.8333,4.0000
Summer,1908,GBR,1308,Shooting,SHO,Rapid-Fire Pistol,Rapid-Fire Pistol,,Réginald Storms,BEL,487,SILVER,,50.8333,4.0000
Summer,1908,GBR,1309,Shooting,SHO,Rapid-Fire Pistol,Rapid-Fire Pistol,,James Gorman,USA,485,BRONZE,,38.0000,-97.0000
Summer,1908,GBR,1310,Shooting,SHO,"Small-bore Rifle, prone","Small-bore Rifle, prone",,Arthur Carnell,GBR,387,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1311,Shooting,SHO,"Small-bore Rifle, prone","Small-bore Rifle, prone",,Harry Humby,GBR,386,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1312,Shooting,SHO,"Small-bore Rifle, prone","Small-bore Rifle, prone",,George Barnes,GBR,385,BRONZE,,54.0000,-2.0000
Summer,1908,GBR,1313,Shooting,SHO,Trap Shooting,Trap Shooting,,Walter Ewing,CAN,72,GOLD,,60.0000,-95.0000
Summer,1908,GBR,1314,Shooting,SHO,Trap Shooting,Trap Shooting,,George Beattie,CAN,50,SILVER,,60.0000,-95.0000
Summer,1908,GBR,1315,Shooting,SHO,Trap Shooting,Trap Shooting,,Alex Maunder,GBR,67,BRONZE,,54.0000,-2.0000
Summer,1908,GBR,1316,Shooting,SHO,Military Revolver Teams 50yds,Military Revolver Teams 50yds,Team,Charles Axtell,USA,1914,GOLD,,38.0000,-97.0000
Summer,1908,GBR,1309,Shooting,SHO,Military Revolver Teams 50yds,Military Revolver Teams 50yds,Team,James Gorman,USA,1914,GOLD,,38.0000,-97.0000
Summer,1908,GBR,1317,Shooting,SHO,Military Revolver Teams 50yds,Military Revolver Teams 50yds,Team,Irving Calkins,USA,1914,GOLD,,38.0000,-97.0000
Summer,1908,GBR,1318,Shooting,SHO,Military Revolver Teams 50yds,Military Revolver Teams 50yds,Team,John Dietz,USA,1914,GOLD,,38.0000,-97.0000
Summer,1908,GBR,1319,Shooting,SHO,Military Revolver Teams 50yds,Military Revolver Teams 50yds,Team,René Englebert,BEL,1863,SILVER,,50.8333,4.0000
Summer,1908,GBR,1308,Shooting,SHO,Military Revolver Teams 50yds,Military Revolver Teams 50yds,Team,Réginald Storms,BEL,1863,SILVER,,50.8333,4.0000
Summer,1908,GBR,309,Shooting,SHO,Military Revolver Teams 50yds,Military Revolver Teams 50yds,Team,Paul van Asbroeck,BEL,1863,SILVER,,50.8333,4.0000
Summer,1908,GBR,311,Shooting,SHO,Military Revolver Teams 50yds,Military Revolver Teams 50yds,Team,Charles Paumier du Verger,BEL,1863,SILVER,,50.8333,4.0000
Summer,1908,GBR,1320,Shooting,SHO,Military Revolver Teams 50yds,Military Revolver Teams 50yds,Team,Jesse Wallingford,GBR,1817,BRONZE,,54.0000,-2.0000
Summer,1908,GBR,1321,Shooting,SHO,Military Revolver Teams 50yds,Military Revolver Teams 50yds,Team,Henry Lynch-Staunton,GBR,1817,BRONZE,,54.0000,-2.0000
Summer,1908,GBR,1322,Shooting,SHO,Military Revolver Teams 50yds,Military Revolver Teams 50yds,Team,Geoffrey Coles,GBR,1817,BRONZE,,54.0000,-2.0000
Summer,1908,GBR,1323,Shooting,SHO,Military Revolver Teams 50yds,Military Revolver Teams 50yds,Team,W Ellicott,GBR,1817,BRONZE,,54.0000,-2.0000
Summer,1908,GBR,1324,Shooting,SHO,Free Rifle,Free Rifle,,Jerry Millner,GBR,98,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1325,Shooting,SHO,Free Rifle,Free Rifle,,Kellog Casey,USA,93,SILVER,,38.0000,-97.0000
Summer,1908,GBR,1326,Shooting,SHO,Free Rifle,Free Rifle,,Maurice Blood,GBR,92,BRONZE,,54.0000,-2.0000
Summer,1908,GBR,935,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Jul Braathe,NOR,5055,GOLD,,62.0000,10.0000
Summer,1908,GBR,1327,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Einar Liberg,NOR,5055,GOLD,,62.0000,10.0000
Summer,1908,GBR,933,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Albert Helgerud,NOR,5055,GOLD,,62.0000,10.0000
Summer,1908,GBR,932,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Guldbrand Skatteboe,NOR,5055,GOLD,,62.0000,10.0000
Summer,1908,GBR,1328,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Olaf Sæther,NOR,5055,GOLD,,62.0000,10.0000
Summer,1908,GBR,314,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Ole Sæther,NOR,5055,GOLD,,62.0000,10.0000
Summer,1908,GBR,1329,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Claës Rundberg,SWE,4711,SILVER,,62.0000,15.0000
Summer,1908,GBR,1330,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Gustaf Adolf Sjöberg,SWE,4711,SILVER,,62.0000,15.0000
Summer,1908,GBR,1331,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Axel Jansson,SWE,4711,SILVER,,62.0000,15.0000
Summer,1908,GBR,1332,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Adolf Jonsson,SWE,4711,SILVER,,62.0000,15.0000
Summer,1908,GBR,1333,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Per Olof Arvidsson,SWE,4711,SILVER,,62.0000,15.0000
Summer,1908,GBR,1334,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Janne Gustafsson,SWE,4711,SILVER,,62.0000,15.0000
Summer,1908,GBR,1335,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Albert Courquin,FRA,4652,BRONZE,,46.0000,2.0000
Summer,1908,GBR,285,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Eugène Balme,FRA,4652,BRONZE,,46.0000,2.0000
Summer,1908,GBR,924,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Raoul Comte de Boigne,FRA,4652,BRONZE,,46.0000,2.0000
Summer,1908,GBR,300,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Maurice Lecoq,FRA,4652,BRONZE,,46.0000,2.0000
Summer,1908,GBR,1336,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,Léon Johnson,FRA,4652,BRONZE,,46.0000,2.0000
Summer,1908,GBR,1337,Shooting,SHO,Free Rifle Teams,Free Rifle,Teams,André Parmentier,FRA,4652,BRONZE,,46.0000,2.0000
Summer,1908,GBR,933,Shooting,SHO,"Free Rifle, 3 Positions","Free Rifle, 3 Positions",,Albert Helgerud,NOR,909,GOLD,,62.0000,10.0000
Summer,1908,GBR,1338,Shooting,SHO,"Free Rifle, 3 Positions","Free Rifle, 3 Positions",,Harry Simon,USA,887,SILVER,,38.0000,-97.0000
Summer,1908,GBR,314,Shooting,SHO,"Free Rifle, 3 Positions","Free Rifle, 3 Positions",,Ole Sæther,NOR,883,BRONZE,,62.0000,10.0000
Summer,1908,GBR,1339,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,Charles Winder,USA,2531,GOLD,,38.0000,-97.0000
Summer,1908,GBR,1340,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,William Leuschner,USA,2531,GOLD,,38.0000,-97.0000
Summer,1908,GBR,1341,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,William Martin,USA,2531,GOLD,,38.0000,-97.0000
Summer,1908,GBR,1325,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,Kellog Casey,USA,2531,GOLD,,38.0000,-97.0000
Summer,1908,GBR,1342,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,Charles Benedict,USA,2531,GOLD,,38.0000,-97.0000
Summer,1908,GBR,1343,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,Ivan Eastman,USA,2531,GOLD,,38.0000,-97.0000
Summer,1908,GBR,1344,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,J E Martin,GBR,2497,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1345,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,Harcourt Ommundsen,GBR,2497,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1346,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,W G Padgett,GBR,2497,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1347,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,Philip Richardson,GBR,2497,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1348,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,Fleetwood Varley,GBR,2497,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1349,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,William Smith,CAN,2439,BRONZE,,60.0000,-95.0000
Summer,1908,GBR,1350,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,B M Williams,CAN,2439,BRONZE,,60.0000,-95.0000
Summer,1908,GBR,1351,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,D McInnis,CAN,2439,BRONZE,,60.0000,-95.0000
Summer,1908,GBR,1352,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,S H Kerr,CAN,2439,BRONZE,,60.0000,-95.0000
Summer,1908,GBR,1353,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,Charles Crowe,CAN,2439,BRONZE,,60.0000,-95.0000
Summer,1908,GBR,1354,Shooting,SHO,Military Rifle Teams,Military Rifle,Teams,William Eastcott,CAN,2439,BRONZE,,60.0000,-95.0000
Summer,1908,GBR,1355,Shooting,SHO,"Small-bore Rifle, Moving Target","Small-bore Rifle, Moving Target",,John Fleming,GBR,24,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1356,Shooting,SHO,"Small-bore Rifle, Moving Target","Small-bore Rifle, Moving Target",,Maurice Matthews,GBR,24,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1357,Shooting,SHO,"Small-bore Rifle, Moving Target","Small-bore Rifle, Moving Target",,W B Marsden,GBR,24,BRONZE,,54.0000,-2.0000
Summer,1908,GBR,1358,Shooting,SHO,"Small-bore Rifle, Disappearing Target","Small-bore Rifle, Disappearing Target",,William Styles,GBR,45,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1359,Shooting,SHO,"Small-bore Rifle, Disappearing Target","Small-bore Rifle, Disappearing Target",,H I Hawkins,GBR,45,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1360,Shooting,SHO,"Small-bore Rifle, Disappearing Target","Small-bore Rifle, Disappearing Target",,Edward Amoore,GBR,45,BRONZE,,54.0000,-2.0000
Summer,1908,GBR,1360,Shooting,SHO,Small-bore Rifle Team,Small-bore Rifle,Team,Edward Amoore,GBR,771,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1356,Shooting,SHO,Small-bore Rifle Team,Small-bore Rifle,Team,Maurice Matthews,GBR,771,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1311,Shooting,SHO,Small-bore Rifle Team,Small-bore Rifle,Team,Harry Humby,GBR,771,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1361,Shooting,SHO,Small-bore Rifle Team,Small-bore Rifle,Team,William Pimm,GBR,771,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1362,Shooting,SHO,Small-bore Rifle Team,Small-bore Rifle,Team,Frans-Albert Schartau,SWE,737,SILVER,,62.0000,15.0000
Summer,1908,GBR,928,Shooting,SHO,Small-bore Rifle Team,Small-bore Rifle,Team,Johan Hübner von Holst,SWE,737,SILVER,,62.0000,15.0000
Summer,1908,GBR,1363,Shooting,SHO,Small-bore Rifle Team,Small-bore Rifle,Team,Eric Carlberg,SWE,737,SILVER,,62.0000,15.0000
Summer,1908,GBR,929,Shooting,SHO,Small-bore Rifle Team,Small-bore Rifle,Team,Vilhelm Carlberg,SWE,737,SILVER,,62.0000,15.0000
Summer,1908,GBR,1364,Shooting,SHO,Small-bore Rifle Team,Small-bore Rifle,Team,Paul Colas,FRA,710,BRONZE,,46.0000,2.0000
Summer,1908,GBR,1365,Shooting,SHO,Small-bore Rifle Team,Small-bore Rifle,Team,Henri Bonnefoy,FRA,710,BRONZE,,46.0000,2.0000
Summer,1908,GBR,1366,Shooting,SHO,Small-bore Rifle Team,Small-bore Rifle,Team,Léon Lecuyer,FRA,710,BRONZE,,46.0000,2.0000
Summer,1908,GBR,1367,Shooting,SHO,Small-bore Rifle Team,Small-bore Rifle,Team,André Regaud,FRA,710,BRONZE,,46.0000,2.0000
Summer,1908,GBR,1368,Shooting,SHO,"Running Deer, Single Shot","Running Deer, Single Shot",,Oscar Swahn,SWE,25,GOLD,,62.0000,15.0000
Summer,1908,GBR,1369,Shooting,SHO,"Running Deer, Single Shot","Running Deer, Single Shot",,Ted Ranken,GBR,24,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1370,Shooting,SHO,"Running Deer, Single Shot","Running Deer, Single Shot",,Alexander Rogers,GBR,24,BRONZE,,54.0000,-2.0000
Summer,1908,GBR,1371,Shooting,SHO,"Running Deer, Single Shot, Team","Running Deer, Single Shot",Team,Ernst Rosell,SWE,86,GOLD,,62.0000,15.0000
Summer,1908,GBR,1368,Shooting,SHO,"Running Deer, Single Shot, Team","Running Deer, Single Shot",Team,Oscar Swahn,SWE,86,GOLD,,62.0000,15.0000
Summer,1908,GBR,1372,Shooting,SHO,"Running Deer, Single Shot, Team","Running Deer, Single Shot",Team,Alf Swahn,SWE,86,GOLD,,62.0000,15.0000
Summer,1908,GBR,1373,Shooting,SHO,"Running Deer, Single Shot, Team","Running Deer, Single Shot",Team,Arvid Knöppel,SWE,86,GOLD,,62.0000,15.0000
Summer,1908,GBR,1374,Shooting,SHO,"Running Deer, Single Shot, Team","Running Deer, Single Shot",Team,W R Lane-Joynt,GBR,85,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1375,Shooting,SHO,"Running Deer, Single Shot, Team","Running Deer, Single Shot",Team,Charles Nix,GBR,85,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1323,Shooting,SHO,"Running Deer, Single Shot, Team","Running Deer, Single Shot",Team,W Ellicott,GBR,85,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1369,Shooting,SHO,"Running Deer, Single Shot, Team","Running Deer, Single Shot",Team,Ted Ranken,GBR,85,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1376,Shooting,SHO,"Running Deer, Double Shot","Running Deer, Double Shot",,Walter Winans,USA,46,GOLD,,38.0000,-97.0000
Summer,1908,GBR,1369,Shooting,SHO,"Running Deer, Double Shot","Running Deer, Double Shot",,Ted Ranken,GBR,46,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1368,Shooting,SHO,"Running Deer, Double Shot","Running Deer, Double Shot",,Oscar Swahn,SWE,38,BRONZE,,62.0000,15.0000
Summer,1908,GBR,1377,Shooting,SHO,"Trap Shooting, Team",Trap Shooting,Team,John Postans,GBR,407,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1378,Shooting,SHO,"Trap Shooting, Team",Trap Shooting,Team,James Pike,GBR,407,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1379,Shooting,SHO,"Trap Shooting, Team",Trap Shooting,Team,Philip Easte,GBR,407,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1380,Shooting,SHO,"Trap Shooting, Team",Trap Shooting,Team,Charles Palmer,GBR,407,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1381,Shooting,SHO,"Trap Shooting, Team",Trap Shooting,Team,Frank Moore,GBR,407,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1315,Shooting,SHO,"Trap Shooting, Team",Trap Shooting,Team,Alex Maunder,GBR,407,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1382,Shooting,SHO,"Trap Shooting, Team",Trap Shooting,Team,D McMackon,CAN,405,SILVER,,60.0000,-95.0000
Summer,1908,GBR,1383,Shooting,SHO,"Trap Shooting, Team",Trap Shooting,Team,Mylie Fletcher,CAN,405,SILVER,,60.0000,-95.0000
Summer,1908,GBR,1313,Shooting,SHO,"Trap Shooting, Team",Trap Shooting,Team,Walter Ewing,CAN,405,SILVER,,60.0000,-95.0000
Summer,1908,GBR,1314,Shooting,SHO,"Trap Shooting, Team",Trap Shooting,Team,George Beattie,CAN,405,SILVER,,60.0000,-95.0000
Summer,1908,GBR,1384,Shooting,SHO,"Trap Shooting, Team",Trap Shooting,Team,A W Westover,CAN,405,SILVER,,60.0000,-95.0000
Summer,1908,GBR,1385,Shooting,SHO,"Trap Shooting, Team",Trap Shooting,Team,George Vivian,CAN,405,SILVER,,60.0000,-95.0000
