Edition;Sport;NOC;numberBronze;numberSilver;numberGold
1936;Boxing;RSA;;1;
1936;Boxing;SWE;1;;
1936;Boxing;USA;1;1;
1936;Canoe / Kayak;AUT;2;5;4
1936;Canoe / Kayak;CAN;2;2;1
1936;Canoe / Kayak;FRA;;1;
1936;Canoe / Kayak;GER;2;5;3
1936;Canoe / Kayak;NED;5;;
1936;Canoe / Kayak;SWE;2;;2
1936;Canoe / Kayak;TCH;;1;4
1936;Canoe / Kayak;USA;1;;
1936;Cycling;BEL;3;;
1936;Cycling;FRA;3;2;8
1936;Cycling;GBR;4;;
1936;Cycling;GER;1;;3
1936;Cycling;ITA;;4;
1936;Cycling;NED;;3;1
1936;Cycling;SUI;1;3;
1936;Equestrian;AUT;1;;
1936;Equestrian;DEN;1;;
1936;Equestrian;FRA;;3;
1936;Equestrian;GBR;3;;
1936;Equestrian;GER;;1;13
1936;Equestrian;HUN;2;;
1936;Equestrian;NED;;3;
1936;Equestrian;POL;;3;
1936;Equestrian;POR;3;;
1936;Equestrian;ROU;;2;
1936;Equestrian;SWE;3;;
1936;Equestrian;USA;;1;
1936;Fencing;AUT;1;;
1936;Fencing;FRA;6;7;
1936;Fencing;GER;12;1;
1936;Fencing;HUN;1;;8
1936;Fencing;ITA;2;8;14
1936;Fencing;SWE;;6;
1936;Football;AUT;;13;
1936;Football;ITA;;;14
1936;Football;NOR;14;;
1936;Gymnastics;FIN;8;;1
1936;Gymnastics;GER;6;1;20
1936;Gymnastics;HUN;8;;
1936;Gymnastics;SUI;2;13;1
1936;Gymnastics;TCH;;8;1
1936;Gymnastics;YUG;;1;
1936;Handball;AUT;;22;
1936;Handball;GER;;;22
1936;Handball;SUI;17;;
1936;Hockey;GER;;22;
1936;Hockey;IND;;;19
1936;Hockey;NED;12;;
1936;Modern Pentathlon;GER;;;1
1936;Modern Pentathlon;ITA;1;;
1936;Modern Pentathlon;USA;;1;
1936;Polo;ARG;;;4
1936;Polo;GBR;;4;
1936;Polo;MEX;4;;
1936;Rowing;ARG;2;;
1936;Rowing;AUT;;1;
1936;Rowing;DEN;;2;
1936;Rowing;FRA;8;;
1936;Rowing;GBR;;4;2
1936;Rowing;GER;9;2;15
1936;Rowing;ITA;;12;
1936;Rowing;POL;2;;
1936;Rowing;SUI;4;5;
1936;Rowing;USA;1;;9
1936;Sailing;GBR;1;;5
1936;Sailing;GER;6;1;2
1936;Sailing;ITA;;;6
1936;Sailing;NED;2;;1
1936;Sailing;NOR;;11;
1936;Sailing;SWE;5;2;
1936;Shooting;FRA;1;;
1936;Shooting;GER;;2;1
1936;Shooting;HUN;;1;
1936;Shooting;NOR;;;1
1936;Shooting;POL;1;;
1936;Shooting;SWE;1;;1
1936;Weightlifting;AUT;;;1
1936;Weightlifting;EGY;2;1;2
1936;Weightlifting;EST;1;;
1936;Weightlifting;FRA;;;1
1936;Weightlifting;GER;2;2;1
1936;Weightlifting;TCH;;1;
1936;Weightlifting;USA;;;1
1936;Wrestling;CAN;1;;
1936;Wrestling;EST;2;1;2
1936;Wrestling;FIN;3;1;2
1936;Wrestling;FRA;;;1
1936;Wrestling;GER;4;3;
1936;Wrestling;HUN;1;;3
1936;Wrestling;LAT;;1;
1936;Wrestling;SWE;2;3;4
1936;Wrestling;TCH;;2;
1936;Wrestling;TUR;1;;1
1936;Wrestling;USA;;3;1
1948;Aquatics;AUS;2;2;
1948;Aquatics;DEN;1;5;2
1948;Aquatics;FRA;5;;
1948;Aquatics;GBR;1;;
1948;Aquatics;HUN;3;14;
1948;Aquatics;ITA;;;9
1948;Aquatics;MEX;1;;
1948;Aquatics;NED;14;;1
1948;Aquatics;USA;3;10;18
1948;Athletics;ARG;;1;1
1948;Athletics;AUS;2;6;1
1948;Athletics;AUT;1;;1
1948;Athletics;BEL;1;;1
1948;Athletics;CAN;4;;
1948;Athletics;DEN;1;;
1948;Athletics;FIN;;2;1
1948;Athletics;FRA;3;6;2
1948;Athletics;GBR;1;9;
1948;Athletics;HUN;1;;2
1948;Athletics;ITA;4;3;1
1948;Athletics;JAM;;2;1
1948;Athletics;NED;2;;7
1948;Athletics;NOR;;1;
1948;Athletics;PAN;2;;
1948;Athletics;SRI;;1;
1948;Athletics;SUI;1;1;
1948;Athletics;SWE;8;3;5
1948;Athletics;TCH;;1;1
1948;Athletics;TUR;1;;
1948;Athletics;USA;10;5;18
1948;Athletics;YUG;;1;
1948;Basketball;BRA;12;;
1948;Basketball;FRA;;14;
1948;Basketball;USA;;;14
1948;Boxing;ARG;1;;2
1948;Boxing;BEL;;1;
1948;Boxing;DEN;1;;
1948;Boxing;GBR;;2;
1948;Boxing;HUN;;;2
1948;Boxing;ITA;2;2;1
1948;Boxing;KOR;1;;
1948;Boxing;POL;1;;
1948;Boxing;PUR;1;;
1948;Boxing;RSA;1;1;2
1948;Boxing;SWE;;1;
1948;Boxing;TCH;;;1
1948;Boxing;USA;;1;
1948;Canoe / Kayak;AUT;1;;
1948;Canoe / Kayak;CAN;1;1;
1948;Canoe / Kayak;DEN;;3;1
1948;Canoe / Kayak;FIN;4;1;
1948;Canoe / Kayak;FRA;6;;
1948;Canoe / Kayak;NED;;1;
1948;Canoe / Kayak;NOR;1;2;
1948;Canoe / Kayak;SWE;;;6
1948;Canoe / Kayak;TCH;;2;4
1948;Canoe / Kayak;USA;;3;2
1948;Cycling;BEL;1;1;3
1948;Cycling;DEN;1;;
1948;Cycling;FRA;5;;6
1948;Cycling;GBR;5;6;
1948;Cycling;ITA;;4;3
1948;Cycling;NED;;1;
1948;Equestrian;ESP;;3;
1948;Equestrian;FRA;1;1;4
1948;Equestrian;GBR;3;;
1948;Equestrian;MEX;3;1;4
1948;Equestrian;POR;3;;
1948;Equestrian;SUI;;;1
1948;Equestrian;SWE;2;3;
1948;Equestrian;USA;;4;3
1948;Fencing;AUT;1;;
1948;Fencing;BEL;6;;
1948;Fencing;DEN;;1;
1948;Fencing;FRA;;1;13
1948;Fencing;HUN;2;;8
1948;Fencing;ITA;1;19;1
1948;Fencing;SUI;;1;
1948;Fencing;SWE;6;;
1948;Fencing;USA;6;;
1948;Football;DEN;14;;
1948;Football;SWE;;;12
1948;Football;YUG;;15;
1948;Gymnastics;FIN;2;2;13
1948;Gymnastics;HUN;10;9;1
1948;Gymnastics;SUI;2;11;3
1948;Gymnastics;TCH;3;;8
1948;Gymnastics;USA;8;;
1948;Hockey;GBR;;12;
1948;Hockey;IND;;;20
1948;Hockey;NED;12;;
1948;Modern Pentathlon;SWE;1;;1
1948;Modern Pentathlon;USA;;1;
1948;Rowing;AUS;;;1
1948;Rowing;DEN;5;6;3
1948;Rowing;GBR;;9;4
1948;Rowing;HUN;3;;
1948;Rowing;ITA;3;3;4
1948;Rowing;NOR;9;;
1948;Rowing;SUI;;7;
1948;Rowing;URU;2;1;
1948;Rowing;USA;4;;14
1948;Sailing;ARG;;6;
1948;Sailing;CUB;;2;
1948;Sailing;DEN;3;;1
1948;Sailing;GBR;;;2
1948;Sailing;NED;3;;
1948;Sailing;NOR;;;3
1948;Sailing;POR;;2;
1948;Sailing;SWE;5;3;
1948;Sailing;USA;2;1;7
1948;Shooting;ARG;;1;
1948;Shooting;FIN;;1;
1948;Shooting;HUN;;;1
1948;Shooting;NOR;1;;
1948;Shooting;PER;;;1
1948;Shooting;SUI;;1;1
1948;Shooting;SWE;3;;
1948;Shooting;USA;;1;1
1948;Weightlifting;EGY;;1;2
1948;Weightlifting;GBR;1;1;
1948;Weightlifting;IRI;1;;
1948;Weightlifting;KOR;1;;
1948;Weightlifting;NED;1;;
1948;Weightlifting;SWE;1;;
1948;Weightlifting;TRI;;1;
1948;Weightlifting;USA;1;3;4
1948;Wrestling;AUS;1;1;
1948;Wrestling;DEN;1;;
1948;Wrestling;EGY;1;1;
1948;Wrestling;FIN;1;1;1
1948;Wrestling;FRA;1;;
1948;Wrestling;HUN;2;1;1
1948;Wrestling;ITA;2;;1
1948;Wrestling;NOR;;1;
1948;Wrestling;SUI;2;1;
1948;Wrestling;SWE;3;5;5
1948;Wrestling;TUR;1;4;6
1948;Wrestling;USA;1;1;2
1952;Aquatics;AUS;;;1
1952;Aquatics;BRA;1;;
1952;Aquatics;FRA;4;2;1
1952;Aquatics;GBR;1;;
1952;Aquatics;GER;2;;
1952;Aquatics;HUN;1;2;20
1952;Aquatics;ITA;11;;
1952;Aquatics;JPN;;6;
1952;Aquatics;MEX;;1;
1952;Aquatics;NED;;6;
1952;Aquatics;NZL;1;;
1952;Aquatics;RSA;;;1
1952;Aquatics;SWE;2;;
1952;Aquatics;USA;9;4;11
1952;Aquatics;YUG;;9;
1952;Athletics;ARG;;1;
1952;Athletics;AUS;1;;3
1952;Athletics;BRA;1;;1
1952;Athletics;FIN;1;;
1952;Athletics;FRA;;2;
1952;Athletics;GBR;7;1;
1952;Athletics;GER;8;6;
1952;Athletics;HUN;7;;1
1952;Athletics;ITA;;1;1
1952;Athletics;JAM;;3;5
1952;Athletics;LUX;;;1
1952;Athletics;NED;;1;
1952;Athletics;NZL;1;;1
1952;Athletics;RSA;;1;1
1952;Athletics;SUI;;1;
1952;Athletics;SWE;2;;1
1952;Athletics;TCH;;1;4
1952;Athletics;URS;7;11;2
1952;Athletics;USA;6;13;21
1952;Athletics;VEN;1;;
1952;Basketball;URS;;14;
1952;Basketball;URU;12;;
1952;Basketball;USA;;;14
1952;Boxing;ARG;1;1;
1952;Boxing;BUL;1;;
1952;Boxing;DEN;1;;
1952;Boxing;FIN;4;;1
1952;Boxing;FRA;1;;
1952;Boxing;GER;1;1;
1952;Boxing;HUN;;;1
1952;Boxing;IRL;;1;
1952;Boxing;ITA;1;1;1
1952;Boxing;KOR;1;;
1952;Boxing;POL;;1;1
1952;Boxing;ROU;1;1;
1952;Boxing;RSA;3;1;
1952;Boxing;SWE;1;1;
1952;Boxing;TCH;;;1
1952;Boxing;URS;4;2;
1952;Boxing;USA;;;5
1952;Canoe / Kayak;AUT;2;1;
1952;Canoe / Kayak;CAN;;2;
1952;Canoe / Kayak;DEN;;;2
1952;Canoe / Kayak;FIN;1;1;6
1952;Canoe / Kayak;FRA;1;;2
1952;Canoe / Kayak;GER;5;;
1952;Canoe / Kayak;HUN;2;2;
1952;Canoe / Kayak;SWE;;5;1
1952;Canoe / Kayak;TCH;1;2;1
1952;Canoe / Kayak;URS;1;;
1952;Canoe / Kayak;USA;;;1
1952;Cycling;AUS;;1;3
1952;Cycling;BEL;;1;4
1952;Cycling;FRA;3;;
1952;Cycling;GBR;4;;
1952;Cycling;GER;2;;
1952;Cycling;ITA;2;4;5
1952;Cycling;RSA;1;6;
1952;Equestrian;CHI;;4;
1952;Equestrian;DEN;;1;
1952;Equestrian;FRA;1;1;1
1952;Equestrian;GBR;;;3
1952;Equestrian;GER;5;3;
1952;Equestrian;SUI;;3;
1952;Equestrian;SWE;;;8
1952;Equestrian;USA;6;;
1952;Fencing;DEN;1;;
1952;Fencing;FRA;6;;7
1952;Fencing;HUN;7;2;7
1952;Fencing;ITA;1;14;8
1952;Fencing;SUI;7;;
1952;Fencing;SWE;;6;
1952;Football;HUN;;;15
1952;Football;SWE;12;;
1952;Football;YUG;;11;
1952;Gymnastics;FIN;8;;
1952;Gymnastics;GER;;1;
1952;Gymnastics;HUN;12;8;2
1952;Gymnastics;JPN;2;2;
1952;Gymnastics;POL;;1;
1952;Gymnastics;SUI;3;9;2
1952;Gymnastics;SWE;;;9
1952;Gymnastics;TCH;8;;
1952;Gymnastics;URS;2;18;23
1952;Hockey;GBR;13;;
1952;Hockey;IND;;;14
1952;Hockey;NED;;11;
1952;Modern Pentathlon;FIN;3;;
1952;Modern Pentathlon;HUN;1;1;3
1952;Modern Pentathlon;SWE;;3;1
1952;Rowing;ARG;;;2
1952;Rowing;AUS;9;1;
1952;Rowing;BEL;;2;
1952;Rowing;DEN;3;;
1952;Rowing;FIN;4;;
1952;Rowing;FRA;;4;3
1952;Rowing;GER;;3;
1952;Rowing;POL;1;;
1952;Rowing;SUI;2;5;
1952;Rowing;TCH;;;5
1952;Rowing;URS;;11;1
1952;Rowing;URU;2;;
1952;Rowing;USA;5;;11
1952;Rowing;YUG;;;4
1952;Sailing;DEN;;;1
1952;Sailing;FIN;5;;
1952;Sailing;GBR;;1;
1952;Sailing;GER;3;;
1952;Sailing;ITA;;;2
1952;Sailing;NOR;;8;3
1952;Sailing;POR;2;;
1952;Sailing;SWE;4;3;
1952;Sailing;USA;;2;10
1952;Shooting;CAN;;;1
1952;Shooting;ESP;;1;
1952;Shooting;FIN;1;1;
1952;Shooting;HUN;1;1;1
1952;Shooting;NOR;;;2
1952;Shooting;ROU;1;;1
1952;Shooting;SUI;;1;
1952;Shooting;SWE;1;2;
1952;Shooting;URS;2;1;1
1952;Shooting;USA;1;;1
1952;Weightlifting;ARG;1;;
1952;Weightlifting;AUS;1;;
1952;Weightlifting;CAN;;1;
1952;Weightlifting;IRI;1;1;
1952;Weightlifting;KOR;1;;
1952;Weightlifting;TRI;2;;
1952;Weightlifting;URS;1;3;3
1952;Weightlifting;USA;;2;4
1952;Wrestling;EGY;1;;
1952;Wrestling;FIN;2;1;1
1952;Wrestling;GBR;1;;
1952;Wrestling;HUN;1;1;2
1952;Wrestling;IND;1;;
1952;Wrestling;IRI;3;2;
1952;Wrestling;ITA;;1;
1952;Wrestling;JPN;;1;1
1952;Wrestling;LIB;1;1;
1952;Wrestling;SWE;1;4;3
1952;Wrestling;TCH;1;1;
1952;Wrestling;TUR;1;;2
1952;Wrestling;URS;2;2;6
1952;Wrestling;USA;1;2;1
1956;Aquatics;AUS;2;4;14
1956;Aquatics;CAN;1;;
1956;Aquatics;EUA;1;;1
1956;Aquatics;GBR;1;;1
1956;Aquatics;HUN;1;1;11
1956;Aquatics;JPN;;4;1
1956;Aquatics;MEX;1;;1
1956;Aquatics;RSA;4;;
1956;Aquatics;URS;15;;
1956;Aquatics;USA;7;14;5
1956;Aquatics;YUG;;8;
1956;Athletics;AUS;6;5;7
1956;Athletics;BRA;;;1
1956;Athletics;CHI;;1;
1956;Athletics;EUA;5;5;
1956;Athletics;FIN;3;;
1956;Athletics;FRA;;;1
1956;Athletics;GBR;5;7;1
1956;Athletics;GRE;1;;
1956;Athletics;HUN;;2;
1956;Athletics;IRL;;;1
1956;Athletics;ISL;;1;
1956;Athletics;NOR;2;;1
1956;Athletics;NZL;;;1
1956;Athletics;POL;;1;1
1956;Athletics;SWE;1;;
1956;Athletics;TCH;1;;1
1956;Athletics;URS;10;10;5
1956;Athletics;USA;8;10;22
1956;Athletics;YUG;;1;
1956;Basketball;URS;;12;
1956;Basketball;URU;12;;
1956;Basketball;USA;;;12
1956;Boxing;ARG;1;;
1956;Boxing;AUS;1;;
1956;Boxing;CHI;2;1;
1956;Boxing;EUA;;1;1
1956;Boxing;FIN;1;;
1956;Boxing;FRA;2;;
1956;Boxing;GBR;2;1;2
1956;Boxing;HUN;;;1
1956;Boxing;IRL;3;1;
1956;Boxing;ITA;1;1;
1956;Boxing;KOR;;1;
1956;Boxing;POL;2;;
1956;Boxing;ROU;1;2;1
1956;Boxing;RSA;2;;
1956;Boxing;URS;2;1;3
1956;Boxing;USA;;1;2
1956;Canoe / Kayak;AUS;2;;
1956;Canoe / Kayak;AUT;2;;
1956;Canoe / Kayak;DEN;1;;
1956;Canoe / Kayak;EUA;1;3;2
1956;Canoe / Kayak;FRA;;2;
1956;Canoe / Kayak;HUN;5;3;2
1956;Canoe / Kayak;ROU;;;4
1956;Canoe / Kayak;SWE;;;2
1956;Canoe / Kayak;URS;2;5;3
1956;Cycling;AUS;1;;2
1956;Cycling;EUA;3;;
1956;Cycling;FRA;;5;4
1956;Cycling;GBR;5;3;
1956;Cycling;ITA;2;1;6
1956;Cycling;RSA;1;;
1956;Cycling;TCH;;3;
1956;Equestrian;CAN;3;;
1956;Equestrian;DEN;;2;
1956;Equestrian;EUA;1;10;7
1956;Equestrian;GBR;4;;3
1956;Equestrian;ITA;1;4;
1956;Equestrian;SUI;3;;
1956;Equestrian;SWE;;;5
1956;Fencing;FRA;6;6;1
1956;Fencing;GBR;;;1
1956;Fencing;HUN;6;6;7
1956;Fencing;ITA;2;2;13
1956;Fencing;POL;;7;
1956;Fencing;ROU;;1;
1956;Fencing;URS;6;;
1956;Football;BUL;14;;
1956;Football;URS;;;18
1956;Football;YUG;;14;
1956;Gymnastics;EUA;;;1
1956;Gymnastics;FIN;6;;
1956;Gymnastics;HUN;1;7;9
1956;Gymnastics;JPN;5;10;1
1956;Gymnastics;POL;6;;
1956;Gymnastics;ROU;7;;
1956;Gymnastics;SWE;1;7;
1956;Gymnastics;TCH;;1;
1956;Gymnastics;URS;11;6;21
1956;Hockey;EUA;11;;
1956;Hockey;IND;;;17
1956;Hockey;PAK;;14;
1956;Modern Pentathlon;FIN;4;1;
1956;Modern Pentathlon;SWE;;;1
1956;Modern Pentathlon;URS;;;3
1956;Modern Pentathlon;USA;;3;
1956;Rowing;AUS;11;1;
1956;Rowing;AUT;2;;
1956;Rowing;CAN;;9;4
1956;Rowing;EUA;;3;
1956;Rowing;FIN;5;;
1956;Rowing;FRA;4;;
1956;Rowing;ITA;;;5
1956;Rowing;SWE;;5;
1956;Rowing;URS;3;2;3
1956;Rowing;USA;1;6;14
1956;Sailing;AUS;3;2;
1956;Sailing;BAH;2;;
1956;Sailing;BEL;;1;
1956;Sailing;DEN;;3;1
1956;Sailing;GBR;5;4;
1956;Sailing;ITA;;2;
1956;Sailing;NZL;;;2
1956;Sailing;SWE;;;6
1956;Sailing;USA;1;;2
1956;Shooting;CAN;1;;1
1956;Shooting;FIN;1;;1
1956;Shooting;ITA;1;;1
1956;Shooting;POL;;1;
1956;Shooting;ROU;1;;1
1956;Shooting;SWE;1;1;
1956;Shooting;TCH;;1;
1956;Shooting;URS;1;4;3
1956;Shooting;USA;1;;
1956;Weightlifting;ARG;;1;
1956;Weightlifting;FRA;1;;
1956;Weightlifting;IRI;1;;
1956;Weightlifting;ITA;2;;
1956;Weightlifting;KOR;1;;
1956;Weightlifting;POL;1;;
1956;Weightlifting;URS;;4;3
1956;Weightlifting;USA;1;2;4
1956;Wrestling;BEL;;1;
1956;Wrestling;BUL;;3;1
1956;Wrestling;EUA;;1;
1956;Wrestling;FIN;2;;2
1956;Wrestling;HUN;1;1;
1956;Wrestling;IRI;;2;2
1956;Wrestling;ITA;1;1;
1956;Wrestling;JPN;;1;2
1956;Wrestling;ROU;1;;
1956;Wrestling;SWE;3;1;
1956;Wrestling;TUR;2;2;3
1956;Wrestling;URS;5;2;6
1956;Wrestling;USA;1;1;
1960;Aquatics;AUS;6;14;5
1960;Aquatics;BRA;1;;
1960;Aquatics;EUA;9;1;2
1960;Aquatics;GBR;3;1;1
1960;Aquatics;HUN;12;;
1960;Aquatics;ITA;;;12
1960;Aquatics;JPN;5;6;
1960;Aquatics;MEX;1;;
1960;Aquatics;NED;2;1;
1960;Aquatics;SWE;;1;
1960;Aquatics;URS;1;11;
1960;Aquatics;USA;3;7;23
1960;Athletics;AUS;1;2;1
1960;Athletics;BEL;;1;
1960;Athletics;BWI;5;;
1960;Athletics;ETH;;;1
1960;Athletics;EUA;3;14;5
1960;Athletics;FIN;1;;
1960;Athletics;FRA;1;1;
1960;Athletics;GBR;7;3;1
1960;Athletics;HUN;2;1;
1960;Athletics;ITA;2;;1
1960;Athletics;MAR;;1;
1960;Athletics;NZL;1;;2
1960;Athletics;POL;6;2;2
1960;Athletics;ROU;1;;1
1960;Athletics;RSA;1;;
1960;Athletics;SWE;;1;
1960;Athletics;TCH;;1;
1960;Athletics;TPE;;1;
1960;Athletics;URS;5;8;11
1960;Athletics;USA;6;8;18
1960;Basketball;BRA;12;;
1960;Basketball;URS;;12;
1960;Basketball;USA;;;12
1960;Boxing;ARG;1;;
1960;Boxing;AUS;2;;
1960;Boxing;EGY;1;;
1960;Boxing;EUA;1;;
1960;Boxing;FIN;1;;
1960;Boxing;GBR;3;;
1960;Boxing;GHA;;1;
1960;Boxing;HUN;;;1
1960;Boxing;ITA;1;3;3
1960;Boxing;JPN;1;;
1960;Boxing;POL;3;3;1
1960;Boxing;ROU;1;;
1960;Boxing;RSA;1;1;
1960;Boxing;TCH;1;;1
1960;Boxing;URS;2;2;1
1960;Boxing;USA;1;;3
1960;Canoe / Kayak;DEN;4;;1
1960;Canoe / Kayak;EUA;;3;4
1960;Canoe / Kayak;HUN;4;7;1
1960;Canoe / Kayak;ITA;;2;
1960;Canoe / Kayak;POL;3;;
1960;Canoe / Kayak;ROU;1;;
1960;Canoe / Kayak;SWE;1;;2
1960;Canoe / Kayak;URS;;1;5
1960;Cycling;BEL;1;1;
1960;Cycling;EUA;;11;
1960;Cycling;ITA;1;1;12
1960;Cycling;URS;11;;1
1960;Equestrian;AUS;;1;4
1960;Equestrian;EUA;1;;3
1960;Equestrian;FRA;3;;
1960;Equestrian;GBR;1;;
1960;Equestrian;ITA;3;1;1
1960;Equestrian;SUI;1;4;
1960;Equestrian;URS;;;1
1960;Equestrian;USA;;3;
1960;Fencing;EUA;4;;1
1960;Fencing;GBR;;7;
1960;Fencing;HUN;;6;7
1960;Fencing;ITA;11;5;7
1960;Fencing;POL;;6;
1960;Fencing;ROU;1;;
1960;Fencing;URS;6;2;12
1960;Fencing;USA;1;;
1960;Football;DEN;;12;
1960;Football;HUN;17;;
1960;Football;YUG;;;16
1960;Gymnastics;BUL;1;;
1960;Gymnastics;FIN;;;1
1960;Gymnastics;ITA;7;1;
1960;Gymnastics;JPN;3;2;9
1960;Gymnastics;ROU;6;;
1960;Gymnastics;TCH;;6;1
1960;Gymnastics;URS;8;13;15
1960;Hockey;ESP;14;;
1960;Hockey;IND;;13;
1960;Hockey;PAK;;;13
1960;Modern Pentathlon;HUN;;1;4
1960;Modern Pentathlon;URS;;3;
1960;Modern Pentathlon;USA;4;;
1960;Rowing;AUT;;2;
1960;Rowing;CAN;;9;
1960;Rowing;EUA;;1;17
1960;Rowing;FIN;2;;
1960;Rowing;FRA;;5;
1960;Rowing;ITA;5;4;
1960;Rowing;POL;1;;
1960;Rowing;SUI;2;;
1960;Rowing;TCH;9;;2
1960;Rowing;URS;4;5;3
1960;Rowing;USA;3;;4
1960;Sailing;ARG;;3;
1960;Sailing;BEL;1;;
1960;Sailing;DEN;;5;1
1960;Sailing;EUA;2;;
1960;Sailing;GRE;;;3
1960;Sailing;ITA;3;;
1960;Sailing;NOR;;;2
1960;Sailing;POR;;2;
1960;Sailing;SUI;3;;
1960;Sailing;URS;;1;2
1960;Sailing;USA;2;;3
1960;Shooting;AUT;;;1
1960;Shooting;EUA;1;;1
1960;Shooting;FIN;;1;
1960;Shooting;ITA;;1;
1960;Shooting;JPN;1;;
1960;Shooting;ROU;;;1
1960;Shooting;SUI;;1;
1960;Shooting;URS;3;2;2
1960;Shooting;USA;;1;1
1960;Shooting;VEN;1;;
1960;Weightlifting;GBR;1;;
1960;Weightlifting;HUN;1;;
1960;Weightlifting;IRI;1;;
1960;Weightlifting;IRQ;1;;
1960;Weightlifting;ITA;1;;
1960;Weightlifting;JPN;;1;
1960;Weightlifting;POL;1;;1
1960;Weightlifting;SIN;;1;
1960;Weightlifting;URS;;1;5
1960;Weightlifting;USA;1;4;1
1960;Wrestling;BUL;2;3;1
1960;Wrestling;EGY;;1;
1960;Wrestling;EUA;;3;1
1960;Wrestling;FRA;1;;
1960;Wrestling;HUN;;1;
1960;Wrestling;IRI;2;1;
1960;Wrestling;JPN;;1;
1960;Wrestling;PAK;1;;
1960;Wrestling;POL;1;;
1960;Wrestling;ROU;1;1;1
1960;Wrestling;SWE;2;;
1960;Wrestling;TCH;1;;
1960;Wrestling;TUR;;2;7
1960;Wrestling;URS;5;2;3
1960;Wrestling;USA;;;3
1960;Wrestling;YUG;;1;
1964;Aquatics;AUS;10;4;4
1964;Aquatics;EUA;2;14;1
1964;Aquatics;FRA;;1;
1964;Aquatics;GBR;;1;
1964;Aquatics;HUN;;;12
1964;Aquatics;ITA;;1;
1964;Aquatics;JPN;4;;
1964;Aquatics;NED;4;5;
1964;Aquatics;URS;17;1;1
1964;Aquatics;USA;11;10;31
1964;Aquatics;YUG;;11;
1964;Athletics;AUS;4;1;1
1964;Athletics;BEL;;;1
1964;Athletics;CAN;1;1;
1964;Athletics;CUB;;1;
1964;Athletics;ETH;;;1
1964;Athletics;EUA;3;5;2
1964;Athletics;FIN;;;1
1964;Athletics;FRA;4;1;
1964;Athletics;GBR;4;10;4
1964;Athletics;HUN;1;3;
1964;Athletics;ITA;1;;1
1964;Athletics;JPN;1;;
1964;Athletics;KEN;1;;
1964;Athletics;NZL;2;;2
1964;Athletics;POL;2;7;5
1964;Athletics;ROU;1;;2
1964;Athletics;SWE;1;;
1964;Athletics;TCH;;2;
1964;Athletics;TRI;5;1;
1964;Athletics;TUN;;1;
1964;Athletics;URS;11;2;5
1964;Athletics;USA;3;10;20
1964;Basketball;BRA;12;;
1964;Basketball;URS;;12;
1964;Basketball;USA;;;12
1964;Boxing;BUL;1;;
1964;Boxing;EUA;1;2;
1964;Boxing;FIN;1;;
1964;Boxing;FRA;;1;
1964;Boxing;GHA;1;;
1964;Boxing;IRL;1;;
1964;Boxing;ITA;3;;2
1964;Boxing;JPN;;;1
1964;Boxing;KOR;;1;
1964;Boxing;MEX;1;;
1964;Boxing;NGR;1;;
1964;Boxing;PHI;;1;
1964;Boxing;POL;3;1;3
1964;Boxing;TUN;1;;
1964;Boxing;URS;2;4;3
1964;Boxing;URU;1;;
1964;Boxing;USA;3;;1
1964;Canoe / Kayak;DEN;2;;
1964;Canoe / Kayak;EUA;2;4;3
1964;Canoe / Kayak;FRA;;2;
1964;Canoe / Kayak;HUN;;1;
1964;Canoe / Kayak;NED;;2;
1964;Canoe / Kayak;ROU;7;2;
1964;Canoe / Kayak;SWE;;;3
1964;Canoe / Kayak;URS;1;;7
1964;Canoe / Kayak;USA;1;2;
1964;Cycling;BEL;1;;1
1964;Cycling;DEN;1;1;
1964;Cycling;EUA;2;;4
1964;Cycling;FRA;2;;
1964;Cycling;ITA;;11;4
1964;Cycling;NED;4;;4
1964;Cycling;SWE;4;;
1964;Cycling;TCH;;;1
1964;Cycling;URS;;2;
1964;Equestrian;ARG;;1;
1964;Equestrian;EUA;4;2;6
1964;Equestrian;FRA;;3;1
1964;Equestrian;GBR;1;;
1964;Equestrian;ITA;3;;4
1964;Equestrian;SUI;;3;1
1964;Equestrian;URS;4;;
1964;Equestrian;USA;;3;
1964;Fencing;EUA;4;1;
1964;Fencing;FRA;11;2;
1964;Fencing;GBR;;1;
1964;Fencing;HUN;;;12
1964;Fencing;ITA;1;10;
1964;Fencing;POL;5;5;1
1964;Fencing;URS;2;5;11
1964;Football;EUA;19;;
1964;Football;HUN;;;14
1964;Football;TCH;;17;
1964;Gymnastics;EUA;6;1;
1964;Gymnastics;FIN;1;;
1964;Gymnastics;HUN;1;1;
1964;Gymnastics;ITA;1;1;1
1964;Gymnastics;JPN;6;4;10
1964;Gymnastics;TCH;;6;3
1964;Gymnastics;URS;5;15;9
1964;Gymnastics;YUG;1;;1
1964;Hockey;AUS;14;;
1964;Hockey;IND;;;15
1964;Hockey;PAK;;16;
1964;Judo;AUS;1;;
1964;Judo;CAN;;1;
1964;Judo;EUA;1;1;
1964;Judo;JPN;;1;3
1964;Judo;KOR;1;;
1964;Judo;NED;;;1
1964;Judo;SUI;;1;
1964;Judo;URS;4;;
1964;Judo;USA;1;;
1964;Modern Pentathlon;HUN;3;;1
1964;Modern Pentathlon;URS;1;1;3
1964;Modern Pentathlon;USA;;3;
1964;Rowing;CAN;;;2
1964;Rowing;DEN;;;4
1964;Rowing;EUA;2;10;5
1964;Rowing;FRA;;3;
